dist,npc_hp,npc_stamina,npc_current_action,player_hp,player_stamina,player_action,new_action
116,0.4,0.52,1,0.16,0.89,8,1
121,0.24,0.37,6,0.18,0.66,8,0
66,0.31,0.94,6,0.98,0.19,0,0
15,0.36,0.84,6,0.6,0.8,1,7
95,0.71,0.04,3,0.86,0.59,6,1
197,0.55,0.92,0,0.39,0.05,7,1
224,0.96,0.01,0,0.38,0.93,2,0
136,0.84,0.23,6,0.65,0.08,3,0
139,0.3,0.58,3,0.36,0.47,8,1
141,0.59,0.7,0,0.03,0.61,2,1
27,0.9,0.77,6,0.93,0.81,8,7
9,0.25,0.37,0,0.42,0.59,5,2
196,0.61,0.41,1,0.1,0.09,7,1
43,0.95,0.61,1,0.68,0.41,2,4
98,0.69,0.59,3,0.82,0.51,6,1
84,0.37,0.89,3,0.63,0.59,7,1
136,0.96,0.14,1,0.23,0.96,8,1
74,0.53,0.8,1,0.49,0.75,0,1
185,0.5,0.8,5,0.36,0.52,3,6
66,0.04,0.17,3,0.73,0.15,8,1
68,0.69,0.27,6,0.31,0.37,1,0
211,0.1,0.29,0,0.94,0.52,8,1
142,0.36,0.15,5,0.2,0.49,6,1
199,0.46,0.77,6,0.66,0.29,5,0
69,0.56,0.99,3,0.03,0.44,7,1
206,0.7,0.91,6,0.2,0.26,7,0
138,0.74,0.51,1,0.5,0.54,7,1
58,0.51,0.41,0,0.34,0.25,0,4
40,0.97,0.47,5,0.13,0.23,7,5
3,0.26,0.19,1,0.99,0.99,1,3
34,0.81,0.05,1,0.06,0.13,8,4
99,0.13,0.41,3,0.21,0.42,8,1
15,0.83,0.32,0,0.53,0.71,6,4
31,1.0,0.77,5,0.76,0.02,2,6
11,0.44,0.13,1,0.39,0.73,2,3
62,0.29,0.41,0,0.51,0.17,5,1
216,0.47,0.99,5,0.47,0.34,5,6
140,0.42,0.52,1,0.43,0.39,5,1
48,0.41,0.94,0,0.15,0.66,8,4
29,0.14,0.18,0,0.5,1.0,3,0
33,0.85,0.3,5,0.77,0.64,1,6
270,0.07,0.53,3,1.0,0.3,5,1
262,0.71,0.91,5,0.89,0.45,8,1
28,0.3,0.72,1,0.88,0.32,0,4
31,0.59,0.42,6,0.37,0.35,5,7
33,0.42,0.68,5,0.24,0.83,1,5
173,0.71,0.2,6,0.89,0.13,4,0
78,0.6,0.72,5,0.75,0.43,4,6
27,0.19,0.45,0,0.87,0.38,0,4
103,0.92,0.86,6,0.36,0.53,6,7
44,0.04,0.19,5,0.46,0.03,8,4
112,0.87,0.56,0,0.38,0.85,6,1
61,0.12,0.67,6,0.05,0.0,1,0
238,0.26,0.94,0,0.23,0.74,3,1
40,0.05,0.34,6,0.55,0.53,7,0
226,0.85,0.54,0,0.3,0.67,6,1
61,0.33,0.64,0,0.04,0.81,0,1
20,0.94,0.43,3,0.42,0.34,3,0
148,0.49,0.55,5,0.65,0.58,7,6
92,0.23,0.49,5,0.01,0.45,3,6
111,0.19,0.71,0,0.29,0.47,8,1
39,0.56,0.37,5,0.38,0.64,7,5
82,0.42,0.4,6,0.17,0.77,5,7
201,0.86,0.96,3,0.78,0.77,6,1
236,0.8,0.35,3,0.34,0.45,1,1
82,0.06,0.33,6,0.9,0.03,5,0
157,0.64,0.03,5,0.83,0.37,6,1
134,0.33,0.92,5,0.75,0.54,1,6
9,0.71,0.08,5,0.63,0.37,5,5
118,0.32,0.31,0,0.78,0.12,7,1
81,0.68,0.08,1,0.83,0.95,1,0
206,0.62,0.23,5,0.02,0.94,4,6
121,0.9,0.59,5,0.15,0.23,6,1
112,0.84,0.72,5,0.56,0.55,8,1
33,0.43,0.7,3,0.78,0.82,1,4
58,0.96,0.8,5,0.67,0.07,1,5
60,0.75,0.18,0,0.67,0.75,4,3
191,0.31,0.08,5,0.48,0.42,7,6
98,0.92,0.99,1,0.81,0.79,6,1
116,0.98,0.22,5,0.49,0.03,4,6
100,0.69,0.21,3,0.43,0.7,0,0
34,0.36,0.23,5,0.92,0.94,4,5
150,0.36,0.21,6,0.93,0.58,0,0
33,0.06,0.89,5,0.16,0.45,6,4
22,0.26,0.53,1,0.47,0.26,8,4
27,0.38,0.52,0,0.89,0.49,2,4
26,0.29,0.21,0,0.98,0.88,3,0
129,0.03,0.81,3,0.15,0.54,2,1
167,0.83,0.37,5,0.71,0.2,4,6
18,0.94,0.16,6,0.63,0.24,7,0
26,0.58,0.13,5,0.06,0.35,1,5
163,0.84,0.39,5,0.31,0.98,2,6
199,0.19,0.36,5,0.93,0.21,4,6
50,0.18,0.11,0,0.2,0.76,1,3
126,0.04,0.82,3,0.55,0.25,7,1
103,0.53,0.21,5,0.01,0.47,8,1
162,0.39,0.42,6,0.07,0.02,0,0
28,0.27,0.61,6,0.09,0.93,4,7
71,0.38,0.02,5,0.69,0.88,6,1
172,0.54,0.3,0,0.03,0.56,1,0
180,0.49,0.57,5,0.44,0.2,6,1
129,0.49,0.45,5,0.11,0.02,8,1
132,0.54,0.65,3,0.84,0.24,3,1
289,0.02,0.58,0,0.59,0.16,4,1
85,0.01,0.38,6,0.21,0.43,3,0
132,0.64,0.85,3,0.1,0.68,7,1
190,0.79,0.3,0,0.71,0.78,5,0
277,0.2,0.9,6,0.78,0.65,8,7
148,0.76,0.09,3,0.05,0.09,6,1
191,0.2,0.8,0,0.53,0.42,2,1
27,0.49,0.16,1,0.94,0.18,4,3
251,0.91,0.84,0,0.42,0.8,3,1
182,0.38,0.79,1,0.71,0.89,5,1
52,0.57,0.85,0,0.61,0.85,5,2
44,0.74,0.5,1,0.68,0.31,8,4
111,0.14,0.96,3,0.1,0.2,3,1
78,0.48,0.13,1,0.08,0.48,6,1
122,0.25,0.18,1,0.05,0.46,1,0
287,0.13,0.1,6,0.21,0.54,8,0
225,0.73,0.95,1,0.01,0.2,7,1
66,0.39,0.69,1,0.94,0.47,5,1
53,0.23,0.48,3,0.35,0.67,0,4
59,0.8,0.27,0,0.28,0.35,8,4
37,0.59,0.88,3,0.58,0.09,4,3
209,0.07,0.65,5,0.39,0.92,5,6
164,1.0,0.79,0,0.62,0.51,4,1
31,0.99,0.69,6,0.76,0.91,1,7
209,0.76,0.35,1,0.62,0.95,2,1
226,0.43,0.38,1,0.57,0.74,2,1
68,0.03,0.31,1,0.48,0.6,2,1
146,0.99,0.41,3,0.08,0.32,7,1
9,0.81,0.89,0,0.11,0.95,1,4
174,0.85,0.2,5,0.48,0.31,3,6
73,0.36,0.14,3,0.7,0.05,3,0
62,0.09,0.44,1,0.16,0.67,8,1
67,0.11,0.59,6,0.25,0.84,6,7
166,0.88,0.47,6,0.49,0.28,8,0
92,0.25,0.57,6,0.06,0.88,6,7
119,0.18,0.51,6,0.53,0.95,7,7
28,0.01,0.12,5,0.74,0.22,8,4
127,0.19,0.77,0,0.09,0.94,0,1
94,0.56,0.28,0,0.94,0.42,5,0
114,0.18,0.38,6,0.96,0.1,4,0
194,0.61,0.48,1,0.61,0.54,8,1
226,0.93,0.06,3,0.75,0.19,6,1
196,0.92,0.81,6,0.8,0.34,7,7
174,0.4,0.81,5,0.79,0.43,6,1
185,0.95,0.51,1,0.49,0.48,8,1
44,0.08,0.8,0,0.84,1.0,5,2
247,0.19,0.29,0,0.53,0.35,4,0
41,0.44,0.01,1,0.56,0.73,0,3
213,0.11,0.42,1,0.74,0.44,6,1
156,0.4,0.95,1,0.61,0.47,6,1
67,0.13,0.16,6,0.27,0.09,0,0
209,0.86,0.11,6,0.63,0.66,1,0
155,0.3,0.7,1,0.7,0.87,7,1
146,0.03,0.73,6,0.8,0.25,3,0
60,0.56,0.1,5,0.7,0.96,1,5
36,0.97,0.51,3,0.61,0.19,7,5
213,0.03,0.22,5,0.92,0.45,3,6
64,0.88,0.14,0,0.1,0.03,1,0
36,0.74,0.45,5,0.46,0.05,7,5
33,0.58,0.93,1,0.41,0.11,8,4
39,0.9,0.51,1,0.39,0.09,8,5
254,0.19,0.91,0,0.47,0.88,5,1
25,0.8,0.28,3,0.44,0.46,0,3
155,0.32,0.14,3,0.02,0.1,7,0
156,0.47,0.78,5,0.23,0.3,3,6
88,0.05,0.29,5,0.82,0.3,2,6
27,0.33,0.29,3,0.56,0.41,7,3
29,0.49,0.5,1,0.21,0.61,3,4
150,0.85,0.61,0,0.57,0.46,0,1
212,0.04,0.41,5,0.72,0.81,0,6
122,0.25,0.29,6,0.88,0.45,5,0
22,0.66,0.67,5,0.13,0.09,8,4
277,0.5,0.39,1,0.2,0.81,7,1
61,0.43,0.15,5,0.86,0.68,4,5
39,0.93,0.34,0,0.75,0.3,8,4
159,0.18,0.13,6,0.29,0.57,7,0
133,0.91,0.72,5,0.46,0.25,4,6
167,0.42,0.53,0,0.49,0.49,8,1
117,0.5,0.25,5,0.3,0.34,8,1
208,0.98,0.12,6,0.71,0.31,6,0
148,0.77,1.0,1,0.29,0.12,0,1
97,0.12,0.76,6,0.52,0.42,6,7
122,0.66,0.45,5,0.07,0.85,1,6
165,0.47,0.76,0,0.26,0.23,3,1
90,0.56,0.54,6,0.87,0.28,5,0
41,0.33,0.99,1,0.61,0.49,3,4
81,0.25,0.79,3,0.07,0.18,6,1
223,0.18,0.16,0,0.49,0.33,7,0
109,0.94,0.62,5,0.79,0.4,0,6
52,0.66,0.11,6,0.78,0.09,5,0
242,0.55,0.1,6,0.11,0.48,0,0
48,0.18,0.6,5,0.31,0.86,3,5
17,0.77,0.89,5,0.98,0.97,2,6
81,0.5,0.69,3,0.06,0.32,7,1
47,0.82,0.96,3,0.14,0.37,8,4
77,0.28,0.38,1,0.56,0.06,3,1
172,0.79,0.62,5,0.55,0.8,6,1
43,0.43,0.13,1,0.43,0.62,7,3
136,1.0,0.41,6,0.17,0.03,5,0
58,0.65,0.33,3,0.1,0.76,5,2
238,0.89,0.83,0,0.32,0.82,6,1
168,0.68,0.82,6,0.96,0.84,2,7
44,0.3,0.27,5,0.09,0.85,0,5
229,0.73,0.57,3,0.39,0.91,3,1
152,0.92,0.12,1,0.16,0.78,6,1
34,0.98,0.31,0,0.19,0.84,3,0
59,0.46,0.49,5,0.62,0.61,3,5
58,0.64,0.77,5,0.17,0.2,6,4
218,0.29,0.9,5,0.19,0.66,7,6
116,0.89,0.19,1,0.94,0.92,5,0
204,0.48,0.28,5,0.01,0.09,4,6
189,0.05,0.84,3,0.39,0.12,4,1
159,0.31,0.24,3,0.6,0.55,0,0
176,0.88,0.71,6,0.53,0.12,8,0
41,0.69,0.42,6,0.5,0.86,4,7
95,0.47,0.76,6,0.43,0.09,0,0
239,0.31,0.31,3,0.44,0.71,0,1
81,0.83,0.59,3,0.19,0.72,8,1
57,0.66,0.06,6,0.68,0.05,2,0
117,0.46,0.74,1,0.4,0.2,5,1
144,0.56,0.78,6,0.26,0.04,2,0
35,0.48,0.99,3,0.84,0.13,7,5
43,0.59,0.17,5,0.07,0.6,3,5
55,0.69,0.44,3,0.82,0.94,4,3
20,0.77,0.57,3,0.79,0.58,2,4
126,0.4,0.28,5,0.82,0.62,5,6
42,0.97,0.82,0,0.55,0.66,7,0
38,0.16,0.19,1,0.91,0.78,3,0
61,0.65,0.47,6,0.25,0.12,5,0
179,0.96,0.83,0,0.37,0.78,2,1
176,0.6,1.0,5,0.25,0.18,5,6
92,0.49,0.75,3,0.19,0.0,8,1
59,0.8,0.21,0,0.89,0.56,4,3
57,0.08,0.41,6,0.69,0.72,0,7
117,0.91,0.05,5,0.81,0.44,8,1
203,0.66,0.97,3,0.57,0.25,5,1
84,0.33,0.25,0,0.13,0.8,0,0
178,0.53,0.88,1,0.4,0.01,7,1
27,0.25,0.49,1,0.91,0.69,5,2
129,0.91,0.97,0,0.89,0.57,0,1
57,0.27,0.35,0,0.56,0.92,1,4
189,0.78,0.99,3,0.61,0.99,7,1
155,0.79,0.31,5,0.99,0.37,3,6
180,0.5,0.1,3,0.98,0.18,4,0
34,0.21,0.19,5,0.8,0.74,5,5
93,0.13,0.43,5,0.95,0.03,0,6
158,0.87,0.52,6,0.91,0.53,5,7
201,0.58,0.12,1,0.21,0.99,7,0
101,0.41,0.29,0,0.15,0.72,1,0
37,0.95,0.67,1,0.61,0.01,5,2
219,0.56,0.2,1,0.49,0.48,1,0
73,0.02,0.31,1,0.12,0.99,3,1
172,0.62,0.64,6,0.47,0.51,8,7
223,0.96,0.25,3,0.8,0.93,1,0
182,0.33,0.38,0,0.27,0.63,6,1
28,0.84,0.51,1,0.58,0.45,7,4
71,0.98,0.99,1,0.84,0.34,7,1
40,0.16,0.37,1,0.33,0.42,7,4
112,0.57,0.49,5,0.66,0.08,5,6
249,0.31,0.16,0,0.96,0.12,4,0
199,0.72,0.67,3,0.44,0.63,5,1
37,0.54,0.21,6,0.59,0.46,3,0
173,0.17,0.17,3,0.88,0.66,6,1
40,0.07,0.8,6,0.61,0.61,4,7
22,0.52,0.34,6,0.44,0.57,7,0
82,0.4,0.26,6,0.95,0.23,4,0
114,0.9,0.9,0,0.33,0.5,1,1
192,0.78,0.37,0,0.38,0.73,6,1
219,0.1,0.52,0,0.33,0.96,4,1
232,0.63,0.13,5,0.37,0.99,3,6
35,0.49,0.6,1,0.29,0.17,5,2
52,0.07,0.19,6,0.31,0.85,0,0
89,0.59,0.36,0,0.3,0.63,5,1
102,0.85,0.88,5,0.59,0.5,3,6
38,0.82,0.98,1,0.35,0.31,6,4
203,0.94,0.52,5,0.7,0.63,0,6
99,0.52,0.69,3,0.38,0.37,0,1
236,0.78,0.15,3,0.89,0.54,1,0
79,0.56,0.91,0,0.06,0.63,3,1
102,0.45,0.26,6,0.84,0.03,3,0
20,0.84,0.12,3,0.54,0.63,1,3
134,0.17,0.91,5,0.28,0.7,5,6
121,0.88,0.62,5,0.28,0.96,0,6
127,0.46,0.11,5,0.9,0.27,1,6
97,0.06,0.62,5,0.19,0.35,7,6
108,0.48,0.55,0,0.97,0.8,8,1
190,0.43,0.73,5,0.68,1.0,5,6
134,0.75,0.9,5,0.22,0.24,5,6
72,0.13,0.6,5,0.76,0.01,2,6
151,0.65,0.06,6,0.23,0.15,8,0
103,0.11,0.8,3,0.52,0.18,2,1
128,0.39,0.59,0,0.52,0.67,1,1
132,0.04,0.55,6,0.69,0.64,3,7
190,0.6,0.2,6,0.24,0.98,7,0
117,0.84,0.35,5,0.75,0.99,2,6
69,0.87,0.39,5,0.85,0.97,5,6
107,0.56,0.11,1,0.58,0.26,3,0
236,0.32,0.79,5,0.79,0.37,7,6
59,0.12,0.72,0,0.41,0.17,8,5
115,0.07,0.53,5,0.49,0.32,8,1
14,0.26,0.88,3,0.57,0.65,1,4
36,0.17,0.19,1,0.14,0.68,7,3
68,0.9,0.32,0,0.99,0.05,7,1
36,0.81,0.67,0,0.04,0.37,1,5
107,0.64,0.49,3,0.79,0.33,3,1
19,0.46,0.99,6,0.1,0.12,8,0
50,0.72,0.24,5,0.07,1.0,0,5
209,0.93,0.19,6,0.19,0.66,5,0
205,0.74,0.3,1,0.65,0.1,3,0
32,0.82,0.85,1,0.85,0.55,2,5
159,0.85,0.43,3,0.07,0.61,6,1
52,0.52,0.78,5,0.34,0.59,8,4
117,0.48,0.92,5,0.26,0.08,6,1
218,0.99,0.16,1,0.43,0.28,7,0
35,0.92,0.63,0,0.87,0.56,7,5
92,0.34,0.65,1,0.33,0.53,8,1
110,0.71,0.17,1,0.32,0.23,4,0
50,0.35,0.63,5,0.75,0.37,7,6
117,0.09,0.17,5,0.19,0.07,6,1
85,0.93,0.74,1,0.37,0.24,2,1
114,0.36,0.7,3,0.25,0.2,5,1
100,0.41,0.21,5,0.23,0.31,0,6
137,0.22,0.49,3,0.17,0.77,3,1
153,0.19,0.64,6,0.66,0.93,4,7
66,0.92,0.52,3,0.79,0.39,8,1
271,0.98,0.24,5,0.74,0.09,2,6
149,0.66,0.0,1,0.58,0.06,8,1
226,0.64,0.89,6,0.63,0.36,6,7
27,0.56,0.38,1,0.08,0.86,2,0
95,0.78,0.02,3,0.85,0.99,3,0
103,0.88,0.79,0,0.47,0.44,4,1
227,0.05,0.5,3,0.38,0.72,2,1
87,0.67,0.04,0,0.76,0.7,3,0
75,0.25,0.54,1,0.36,0.1,7,1
190,0.89,0.17,3,0.35,0.8,4,0
236,0.33,0.97,1,0.31,0.18,3,1
36,0.26,0.53,6,0.83,0.73,7,7
237,0.63,0.33,5,0.65,0.04,4,6
164,0.59,0.74,1,0.06,0.88,0,1
213,0.4,0.74,5,0.05,0.85,8,1
93,0.9,0.67,3,0.81,0.86,1,1
56,0.44,0.04,3,0.28,0.05,4,3
195,0.56,0.69,6,0.92,0.35,8,7
66,0.63,0.4,1,0.62,0.51,6,1
65,0.57,0.87,6,0.49,0.51,1,7
91,0.81,0.91,6,0.9,0.54,4,7
63,0.17,0.72,0,0.75,0.81,8,1
202,0.4,0.22,5,0.21,0.05,8,1
12,0.66,1.0,6,0.55,0.99,1,7
176,0.47,0.31,5,0.49,0.68,6,1
188,0.52,0.46,0,0.93,0.08,6,1
216,0.17,0.34,1,0.05,0.96,8,1
100,0.56,0.94,5,0.48,0.8,2,6
85,0.2,0.52,5,1.0,0.91,3,6
63,0.76,0.3,1,0.09,0.14,0,0
135,0.87,0.07,6,0.37,0.61,2,0
177,0.45,0.38,3,0.09,0.9,8,1
49,0.01,0.79,6,0.64,0.96,1,7
159,0.18,0.75,6,0.6,0.76,1,7
97,0.18,0.38,5,0.24,0.63,6,1
128,0.52,0.08,6,0.5,0.26,5,0
71,0.15,0.4,6,0.34,0.63,4,7
61,0.97,0.16,5,0.2,0.22,5,5
126,0.46,0.92,5,0.53,0.4,4,6
46,0.25,0.37,1,0.53,0.2,2,0
44,0.63,0.05,6,0.6,0.94,0,0
28,0.36,0.27,3,0.64,0.32,3,0
70,0.06,0.97,6,0.6,0.81,5,7
15,0.96,0.53,5,0.16,0.02,7,6
58,0.72,0.54,5,0.15,0.48,6,4
129,0.7,0.6,5,0.64,0.09,8,1
75,0.84,0.67,5,0.57,0.58,0,6
36,0.91,0.85,6,0.49,0.66,1,7
139,0.03,0.24,1,0.8,0.69,0,0
33,0.5,0.19,6,0.28,0.8,0,0
97,0.25,0.89,3,0.89,0.77,7,1
53,0.75,0.41,6,0.76,0.65,2,7
158,0.92,0.21,1,0.53,0.59,2,0
36,0.45,0.06,0,0.36,0.28,4,3
27,0.89,0.7,1,0.76,0.36,7,5
5,0.93,0.28,3,0.51,0.36,3,0
155,0.15,0.03,3,0.56,0.58,3,0
265,0.86,0.19,3,0.34,0.49,1,0
175,0.74,0.62,0,0.74,0.47,5,1
37,0.44,0.87,5,0.2,0.78,2,6
72,0.55,0.39,5,0.03,0.52,0,6
133,0.82,0.45,3,0.13,0.19,5,1
114,0.53,0.81,6,0.04,0.52,2,7
198,0.14,0.77,5,0.4,0.3,2,6
99,0.94,0.41,6,0.75,0.79,2,7
82,0.24,0.72,6,0.16,0.99,3,7
57,0.17,0.08,1,0.52,0.92,7,3
18,0.37,0.32,3,0.31,0.59,5,2
221,0.33,0.22,6,0.19,0.13,5,0
145,0.3,0.13,1,0.35,0.29,7,0
107,0.16,0.58,6,0.67,0.32,5,7
99,0.31,0.42,5,0.33,0.86,5,6
101,0.44,0.61,6,0.86,0.7,2,7
86,0.64,0.01,6,0.35,0.56,7,0
73,0.87,0.69,0,0.88,0.57,5,1
87,0.35,0.17,1,0.19,0.67,8,1
47,0.56,0.99,0,0.87,0.19,0,5
219,0.68,0.54,1,0.81,0.58,5,1
184,0.96,0.79,0,0.76,0.1,7,1
133,0.56,0.07,3,0.56,0.14,5,0
234,0.37,0.93,3,0.79,0.67,6,1
166,0.34,0.58,0,0.67,0.6,2,1
36,0.41,0.66,1,0.07,0.74,2,4
155,0.7,0.93,5,0.08,0.36,4,6
199,0.3,0.94,5,0.77,0.93,3,6
57,0.74,0.51,5,0.75,0.63,1,6
186,0.72,0.27,5,0.93,0.09,6,1
94,0.61,0.01,6,0.25,0.36,0,0
180,0.25,0.81,0,0.17,0.13,8,1
265,0.7,0.57,3,0.88,0.03,6,1
65,0.28,0.01,5,0.44,0.66,8,1
144,0.33,0.89,3,0.18,0.05,1,1
72,0.68,0.42,5,0.71,0.94,1,6
73,0.72,0.49,0,0.13,0.22,8,1
145,0.15,0.73,0,0.26,0.9,6,1
160,0.6,0.38,1,0.64,0.29,5,1
50,0.21,0.04,6,0.57,0.55,4,0
65,0.62,0.54,6,0.81,0.36,1,7
54,0.28,0.87,0,0.11,0.31,0,4
199,0.63,0.47,1,0.86,0.31,4,1
106,0.25,0.04,3,0.08,0.52,4,0
45,0.37,0.38,1,0.39,0.68,7,4
27,0.29,0.86,5,0.63,0.82,3,5
121,0.26,0.58,1,0.62,0.86,6,1
58,0.99,0.08,1,0.52,0.43,6,4
234,0.65,0.24,0,0.44,0.0,8,1
163,0.81,0.14,6,0.17,0.42,3,0
61,0.71,0.09,1,0.99,0.98,0,0
56,0.21,0.79,3,0.72,0.19,5,2
280,0.38,0.13,1,0.17,0.35,4,0
108,0.02,0.65,6,0.82,0.75,1,7
158,0.08,0.12,6,0.28,0.39,5,0
33,0.6,0.09,5,0.64,0.31,1,6
206,0.45,0.4,3,0.71,0.37,7,1
100,0.15,0.34,3,0.19,0.49,3,1
25,0.45,0.75,1,0.27,0.53,1,4
27,0.11,0.97,5,0.67,0.22,7,5
63,0.49,0.51,0,0.8,0.39,1,1
18,0.61,0.89,1,0.5,0.36,2,4
176,0.96,0.77,0,0.76,0.43,8,1
90,0.12,0.71,1,0.66,0.86,7,1
111,0.35,0.66,0,0.8,0.02,3,1
33,0.58,0.61,0,0.72,0.18,6,4
164,0.93,0.75,3,0.42,0.05,8,1
46,0.82,0.73,5,0.61,0.26,2,6
199,0.24,0.88,6,0.28,0.02,4,0
104,0.92,0.69,5,0.76,0.73,7,6
36,0.67,0.17,6,0.95,0.12,5,0
78,0.92,0.83,1,0.39,0.58,2,1
127,0.68,0.9,3,0.45,0.57,5,1
95,0.1,0.7,1,1.0,0.11,4,1
167,0.67,0.54,5,0.95,0.64,1,6
82,0.93,0.24,3,0.2,0.55,5,0
33,0.7,0.11,6,0.71,0.32,5,0
39,0.56,0.21,3,0.72,0.29,2,3
103,0.4,0.9,1,0.49,0.81,0,1
70,0.48,0.87,0,0.85,0.99,5,1
207,0.28,0.69,5,0.89,0.64,4,6
184,0.63,0.87,1,0.33,0.21,6,1
151,0.9,0.51,5,0.16,0.47,7,6
89,0.77,0.74,3,0.02,0.29,0,1
189,0.46,0.14,1,0.66,0.13,8,1
114,0.91,0.96,6,0.63,0.06,0,0
181,0.67,0.19,5,0.54,0.36,0,6
21,0.94,0.11,0,0.35,0.4,7,3
22,0.1,0.77,1,0.37,0.74,7,4
127,0.31,0.66,1,1.0,0.47,8,1
136,0.67,0.58,5,0.78,0.31,7,6
118,0.46,0.55,0,0.7,0.75,3,1
141,0.49,0.59,0,0.08,0.48,0,1
37,0.68,0.04,5,0.73,0.17,8,4
279,0.15,0.85,0,0.45,0.75,0,1
12,0.49,0.96,1,0.84,0.87,0,4
156,0.2,0.89,1,0.11,0.81,3,1
266,0.81,0.48,6,0.96,0.42,6,7
38,0.61,0.44,1,0.59,0.44,0,4
123,0.95,0.73,6,0.47,0.04,4,0
176,0.83,0.8,0,0.67,0.42,4,1
40,0.75,0.22,3,0.43,0.3,3,0
86,0.74,0.1,3,0.67,0.27,3,0
181,0.95,0.7,6,0.38,0.77,8,7
186,0.2,0.24,6,0.33,0.96,7,0
148,0.43,0.91,3,0.62,0.74,7,1
72,0.48,0.85,6,0.02,0.11,1,0
44,0.25,0.11,3,0.22,0.54,1,3
52,0.03,0.8,1,0.05,0.7,6,4
25,0.4,0.8,0,0.35,0.91,2,4
85,0.86,0.73,1,0.21,0.82,3,1
189,0.77,0.98,5,0.34,0.73,5,6
133,0.76,0.51,5,0.19,0.25,4,6
55,0.94,0.86,6,0.84,0.63,3,7
210,0.17,0.57,3,0.5,0.48,3,1
182,0.39,0.69,6,0.18,0.11,5,0
111,0.45,0.76,6,0.09,0.06,3,0
128,0.76,0.94,5,0.21,0.95,6,1
101,0.97,0.48,0,0.44,0.68,8,1
262,0.24,0.81,0,0.67,0.19,3,1
153,0.95,0.55,5,0.33,0.79,6,1
239,0.5,0.85,6,0.43,0.5,7,7
229,0.38,0.66,3,0.17,0.19,8,1
87,0.41,0.54,6,0.24,0.66,7,7
8,0.91,0.63,1,0.48,0.05,7,5
121,0.04,0.49,3,0.91,0.08,4,1
15,0.65,0.63,6,0.21,0.2,7,0
73,0.67,0.49,3,0.93,0.56,6,1
229,0.75,0.08,0,0.18,0.31,0,0
83,0.92,0.37,6,0.04,0.76,7,0
106,0.29,0.33,6,0.37,0.29,4,0
54,0.79,0.76,0,0.76,0.54,5,2
54,0.33,0.93,1,0.91,0.24,0,5
140,0.4,0.75,6,0.3,0.62,5,7
37,0.22,0.86,6,0.46,0.35,1,7
109,0.74,0.83,6,0.39,0.46,2,7
94,0.75,0.11,1,0.85,0.24,5,0
28,0.59,0.93,0,0.58,0.52,0,4
52,0.53,0.67,0,0.12,0.63,0,5
170,0.32,0.66,0,0.88,0.46,2,1
184,0.06,0.12,1,0.94,0.92,8,1
225,0.51,0.91,5,0.12,0.54,2,6
174,0.62,0.76,5,0.31,0.95,8,1
174,0.31,0.12,5,0.86,0.32,1,6
192,0.51,0.23,5,0.18,0.24,6,1
166,0.86,0.24,6,0.67,0.46,2,0
127,0.11,0.26,6,0.18,0.79,6,0
36,0.06,0.64,5,0.29,0.89,0,5
62,0.64,0.58,1,0.93,0.49,4,1
26,0.28,0.46,3,0.4,0.51,4,3
192,0.63,0.1,1,0.15,0.48,2,0
222,0.1,0.06,6,0.94,0.94,4,0
153,0.74,0.46,0,0.54,0.29,2,1
102,0.03,0.57,6,0.4,0.79,2,7
31,0.76,0.79,3,0.67,0.59,1,4
214,0.18,0.64,1,0.05,0.86,0,1
238,0.56,0.13,5,0.38,0.0,2,6
207,0.2,0.7,3,0.72,0.45,2,1
175,0.82,0.72,1,0.24,0.28,4,1
125,0.31,0.27,6,0.4,0.76,1,0
263,0.49,0.4,3,0.9,0.18,0,1
64,0.13,0.21,5,0.3,0.91,7,6
33,0.22,0.35,5,0.76,0.0,7,5
161,0.98,0.64,0,0.9,0.9,8,1
180,0.34,0.21,6,0.08,0.64,6,0
80,0.89,0.96,6,0.82,0.78,3,7
263,0.67,0.84,3,0.22,0.38,2,1
161,0.64,0.67,6,1.0,0.44,4,7
127,0.04,0.7,1,0.57,0.3,6,1
110,0.08,0.92,0,0.05,0.9,7,1
179,0.29,0.03,3,0.94,0.99,7,0
37,0.39,0.83,0,0.58,0.6,2,0
167,0.5,0.99,5,0.49,0.72,8,1
173,0.71,0.11,0,0.55,0.48,7,0
81,0.36,1.0,5,0.27,0.65,1,6
45,0.55,0.3,3,0.61,0.83,5,2
80,0.18,0.66,1,0.19,0.54,6,1
135,0.23,0.62,5,0.33,0.72,5,6
5,0.55,0.02,0,0.8,0.28,5,3
75,0.8,0.35,3,0.85,0.93,3,1
35,0.15,0.05,0,0.8,0.56,5,3
98,0.47,0.78,0,0.81,0.13,8,1
117,0.99,0.7,6,0.15,0.17,1,0
67,0.02,0.7,3,0.06,0.8,4,1
29,0.54,0.32,6,0.07,0.89,0,0
136,0.95,0.25,0,0.8,0.12,7,0
219,0.49,0.65,0,0.41,0.99,0,1
242,0.55,0.22,5,0.52,0.44,0,6
63,0.01,0.35,0,0.42,0.6,1,1
66,0.88,0.49,6,0.24,0.86,2,7
70,0.61,0.01,0,0.25,0.15,4,0
48,0.2,0.04,5,0.22,0.6,5,5
38,0.9,0.19,0,0.64,0.69,1,3
53,0.61,0.17,0,0.48,0.95,5,3
136,0.76,0.32,1,0.23,0.69,1,1
126,0.88,0.04,1,0.86,0.3,0,0
